Category,Field,Seller Level,Seller In Same Level,Basic Price,Standard Price,Premium Price,Basic Delivery,Standard Delivery,Premium Delivery,Basic Revision,Standard Revision,Premium Revision,Rating,Rating Count,Country,Member Since,Avg Response Time,Last Delivery,Order in Queue,is_single_plan,Arabic,Bengali,Chinese,Dutch,English,French,German,Hindi,Indonesian,Italian,Polish,Portuguese,Punjabi,Russian,Spanish,Turkish,Ukrainian,Urdu
Digital Marketing,podcast-marketing,1.0,348,58.84,58.84,58.84,14,14,14,-1,-1,-1,5.0,46.0,United Kingdom,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,podcast-marketing,1.0,348,50.0,65.0,75.0,14,14,14,-1,-1,-1,5.0,23.0,United States,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,podcast-marketing,4.0,6,100.0,135.0,160.0,14,14,14,-1,-1,-1,5.0,970.0,United States,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,podcast-marketing,4.0,6,55.0,70.0,85.0,3,3,3,-1,-1,-1,5.0,319.0,United States,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,podcast-marketing,4.0,6,40.0,50.0,60.0,3,3,4,-1,-1,-1,4.7,219.0,United Kingdom,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,podcast-marketing,4.0,6,55.0,240.0,695.0,2,2,2,-1,-1,-1,4.9,11.0,Colombia,,,,0,False,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Digital Marketing,podcast-marketing,4.0,6,95.0,195.0,495.0,30,30,90,-1,-1,-1,4.9,15.0,United States,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,podcast-marketing,4.0,6,20.0,30.0,40.0,2,2,2,-1,-1,-1,5.0,16.0,United States,,,,0,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,8.95,8.95,8.95,2,2,2,-1,-1,-1,5.0,19.0,India,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,75.0,75.0,75.0,14,14,14,-1,-1,-1,5.0,121.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
Digital Marketing,seo-services,2.0,8100,100.0,100.0,100.0,7,7,7,-1,-1,-1,5.0,20.0,India,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,45.0,45.0,45.0,30,30,30,-1,-1,-1,4.9,464.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,170.0,170.0,170.0,2,2,2,-1,-1,-1,4.9,134.0,Germany,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,5.0,5.0,5.0,3,3,3,-1,-1,-1,4.9,81.0,Pakistan,,,,0,True,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,2.0,8100,4.48,4.48,4.48,3,3,3,-1,-1,-1,4.9,86.0,Pakistan,,,,0,True,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,2.0,8100,4.48,4.48,4.48,2,2,2,-1,-1,-1,5.0,50.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
Digital Marketing,seo-services,2.0,8100,50.0,50.0,50.0,14,14,14,-1,-1,-1,4.9,135.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,2.0,8100,20.0,20.0,20.0,2,2,2,-1,-1,-1,4.9,21.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,60.0,60.0,60.0,30,30,30,-1,-1,-1,5.0,57.0,Pakistan,,,,0,True,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
Digital Marketing,seo-services,2.0,8100,65.0,65.0,65.0,5,5,5,-1,-1,-1,4.9,1806.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,2.0,8100,4.48,4.48,4.48,2,2,2,-1,-1,-1,4.9,189.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,2.0,8100,152.24,152.24,152.24,2,2,2,-1,-1,-1,4.9,134.0,Germany,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,5.0,5.0,5.0,10,10,10,-1,-1,-1,4.8,24.0,Pakistan,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,2.0,8100,5.0,5.0,5.0,3,3,3,-1,-1,-1,4.9,402.0,Bangladesh,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,5.0,5.0,5.0,2,2,2,-1,-1,-1,5.0,77.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,10.0,10.0,10.0,2,2,2,-1,-1,-1,5.0,41.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,10.0,10.0,10.0,2,2,2,-1,-1,-1,5.0,45.0,Pakistan,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,2.0,8100,10.0,10.0,10.0,2,2,2,-1,-1,-1,4.7,33.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,10.0,10.0,10.0,1,1,1,-1,-1,-1,5.0,49.0,Pakistan,,,,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,30.0,30.0,30.0,7,7,7,-1,-1,-1,5.0,23.0,Pakistan,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,50.0,50.0,50.0,3,3,3,-1,-1,-1,4.9,62.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,2.0,8100,25.0,25.0,25.0,3,3,3,-1,-1,-1,4.9,1065.0,India,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,40.0,40.0,40.0,5,5,5,-1,-1,-1,4.9,63.0,Pakistan,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,44.78,44.78,44.78,4,4,4,-1,-1,-1,4.9,577.0,Romania,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,60.0,60.0,60.0,7,7,7,-1,-1,-1,4.9,176.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,30.0,30.0,30.0,21,21,21,-1,-1,-1,5.0,55.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,2.0,8100,8.95,8.95,8.95,1,1,1,-1,-1,-1,5.0,1915.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,2.0,8100,20.0,20.0,20.0,30,30,30,-1,-1,-1,1.7,17.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,2.0,8100,5.0,5.0,5.0,3,3,3,-1,-1,-1,4.9,51.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,2.0,8100,4.48,4.48,4.48,3,3,3,-1,-1,-1,4.9,19.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,5.0,5.0,5.0,5,5,5,-1,-1,-1,4.9,21.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,2.0,8100,15.0,15.0,15.0,14,14,14,-1,-1,-1,4.7,75.0,Pakistan,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,2.0,8100,10.0,10.0,10.0,1,1,1,-1,-1,-1,5.0,1915.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,2.0,8100,60.0,60.0,60.0,3,3,3,-1,-1,-1,5.0,8792.0,France,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,2.0,8100,26.86,26.86,26.86,1,1,1,-1,-1,-1,4.9,3154.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Digital Marketing,seo-services,2.0,8100,30.0,30.0,30.0,7,7,7,-1,-1,-1,5.0,40.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,2.0,8100,15.0,15.0,15.0,1,1,1,-1,-1,-1,5.0,627.0,Spain,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,2.0,8100,89.56,89.56,89.56,7,7,7,-1,-1,-1,5.0,20.0,India,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,17.91,17.91,17.91,5,5,5,-1,-1,-1,5.0,16.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,2.0,8100,44.78,44.78,44.78,3,3,3,-1,-1,-1,4.9,62.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,2.0,8100,20.0,20.0,20.0,2,2,2,-1,-1,-1,4.9,20.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,2.0,8100,30.0,30.0,30.0,1,1,1,-1,-1,-1,4.9,274.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,2.0,8100,15.0,15.0,15.0,1,1,1,-1,-1,-1,4.9,35.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Digital Marketing,seo-services,3.0,7900,30.0,30.0,30.0,2,2,2,-1,-1,-1,5.0,856.0,Ukraine,,,,0,True,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Digital Marketing,seo-services,3.0,7900,30.0,30.0,30.0,7,7,7,-1,-1,-1,5.0,265.0,Pakistan,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,80.0,80.0,80.0,1,1,1,-1,-1,-1,5.0,30.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
Digital Marketing,seo-services,3.0,7900,80.0,80.0,80.0,2,2,2,-1,-1,-1,4.9,402.0,India,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,50.0,50.0,50.0,7,7,7,-1,-1,-1,5.0,48.0,United States,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,5.0,5.0,5.0,4,4,4,-1,-1,-1,4.9,3577.0,Slovakia,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,3.0,7900,5.0,5.0,5.0,2,2,2,-1,-1,-1,4.9,153.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,20.0,20.0,20.0,4,4,4,-1,-1,-1,4.9,2007.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,3.0,7900,50.0,50.0,50.0,30,30,30,-1,-1,-1,5.0,29.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,3.0,7900,50.0,50.0,50.0,7,7,7,-1,-1,-1,4.9,392.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,3.0,7900,50.0,50.0,50.0,7,7,7,-1,-1,-1,5.0,67.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,40.0,40.0,40.0,7,7,7,-1,-1,-1,5.0,39.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,125.0,125.0,125.0,14,14,14,-1,-1,-1,4.9,514.0,United States,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,20.0,20.0,20.0,3,3,3,-1,-1,-1,4.9,1534.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,3.0,7900,5.0,5.0,5.0,2,2,2,-1,-1,-1,5.0,174.0,Bangladesh,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,30.0,30.0,30.0,14,14,14,-1,-1,-1,5.0,20.0,Pakistan,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,5.0,5.0,5.0,2,2,2,-1,-1,-1,5.0,178.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,50.0,50.0,50.0,5,5,5,-1,-1,-1,5.0,122.0,Pakistan,,,,0,True,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,125.0,125.0,125.0,7,7,7,-1,-1,-1,5.0,47.0,United States,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,3.0,7900,5.0,5.0,5.0,5,5,5,-1,-1,-1,4.9,624.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,3.0,7900,10.0,10.0,10.0,7,7,7,-1,-1,-1,5.0,16.0,Pakistan,,,,0,True,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,3.0,7900,50.0,50.0,50.0,5,5,5,-1,-1,-1,5.0,142.0,India,,,,0,True,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,20.0,20.0,20.0,3,3,3,-1,-1,-1,4.9,108.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,45.0,45.0,45.0,7,7,7,-1,-1,-1,5.0,63.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,5.0,5.0,5.0,2,2,2,-1,-1,-1,4.9,262.0,Bangladesh,,,,0,True,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,5.0,5.0,5.0,2,2,2,-1,-1,-1,5.0,140.0,Bangladesh,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,10.0,10.0,10.0,4,4,4,-1,-1,-1,4.9,709.0,Slovakia,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,3.0,7900,5.0,5.0,5.0,5,5,5,-1,-1,-1,4.9,55.0,Bangladesh,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,50.0,50.0,50.0,30,30,30,-1,-1,-1,4.9,1943.0,Greece,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,15.0,15.0,15.0,2,2,2,-1,-1,-1,5.0,1038.0,India,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,10.0,10.0,10.0,2,2,2,-1,-1,-1,4.9,1005.0,Netherlands,,,,0,True,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,130.0,130.0,130.0,6,6,6,-1,-1,-1,4.9,106.0,Germany,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,45.0,45.0,45.0,10,10,10,-1,-1,-1,4.9,27.0,United States,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,95.0,95.0,95.0,7,7,7,-1,-1,-1,5.0,116.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,3.0,7900,308.95,308.95,308.95,30,30,30,-1,-1,-1,4.8,63.0,Australia,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,150.0,150.0,150.0,30,30,30,-1,-1,-1,4.9,148.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,3.0,7900,20.0,20.0,20.0,2,2,2,-1,-1,-1,5.0,145.0,Pakistan,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,3.0,7900,10.0,10.0,10.0,1,1,1,-1,-1,-1,5.0,748.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,100.0,100.0,100.0,3,3,3,-1,-1,-1,5.0,186.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,3.0,7900,125.0,125.0,125.0,10,10,10,-1,-1,-1,5.0,49.0,United States,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,3.0,7900,15.0,15.0,15.0,1,1,1,-1,-1,-1,5.0,306.0,India,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,3.0,7900,65.0,65.0,65.0,10,10,10,-1,-1,-1,4.9,88.0,Greece,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,582.08,582.08,582.08,10,10,10,-1,-1,-1,5.0,3.0,New Zealand,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,10.0,10.0,10.0,21,21,21,-1,-1,-1,5.0,4.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,690.0,690.0,690.0,7,7,7,-1,-1,-1,5.0,7.0,Israel,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,40.0,40.0,40.0,30,30,30,-1,-1,-1,,21.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,50.0,50.0,50.0,3,3,3,-1,-1,-1,4.9,109.0,Germany,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,1.0,41000,10.0,10.0,10.0,3,3,3,-1,-1,-1,4.9,252.0,United Kingdom,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,10.0,10.0,10.0,2,2,2,-1,-1,-1,4.9,57.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,1.0,41000,20.0,20.0,20.0,30,30,30,-1,-1,-1,5.0,12.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,100.0,100.0,100.0,4,4,4,-1,-1,-1,4.9,27.0,Canada,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,30.0,30.0,30.0,21,21,21,-1,-1,-1,5.0,15.0,Pakistan,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,5.0,5.0,5.0,1,1,1,-1,-1,-1,5.0,21.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,5.0,5.0,5.0,3,3,3,-1,-1,-1,5.0,15.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,1.0,41000,70.0,70.0,70.0,5,5,5,-1,-1,-1,4.0,1.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,25.0,25.0,25.0,30,30,30,-1,-1,-1,5.0,10.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,25.0,25.0,25.0,21,21,21,-1,-1,-1,,21.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,10.0,10.0,10.0,2,2,2,-1,-1,-1,5.0,20.0,Pakistan,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,1.0,41000,25.0,25.0,25.0,7,7,7,-1,-1,-1,4.9,154.0,Georgia,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,40.0,40.0,40.0,10,10,10,-1,-1,-1,5.0,12.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,10.0,10.0,10.0,5,5,5,-1,-1,-1,5.0,12.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,10.0,10.0,10.0,4,4,4,-1,-1,-1,5.0,32.0,Pakistan,,,,0,True,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,1.0,41000,10.0,10.0,10.0,1,1,1,-1,-1,-1,5.0,566.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,1.0,41000,5.0,5.0,5.0,2,2,2,-1,-1,-1,5.0,35.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,8.95,8.95,8.95,1,1,1,-1,-1,-1,5.0,641.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
Digital Marketing,seo-services,1.0,41000,50.0,50.0,50.0,4,4,4,-1,-1,-1,5.0,1.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,15.0,15.0,15.0,2,2,2,-1,-1,-1,,21.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,10.0,10.0,10.0,2,2,2,-1,-1,-1,5.0,65.0,Pakistan,,,,0,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,5.0,5.0,5.0,2,2,2,-1,-1,-1,5.0,23.0,Pakistan,,,,0,True,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,1.0,41000,5.0,5.0,5.0,2,2,2,2,2,2,4.9,141.0,Poland,,,,0,True,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Digital Marketing,seo-services,1.0,41000,10.0,10.0,10.0,10,10,10,-1,-1,-1,5.0,31.0,Pakistan,,,,0,True,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Digital Marketing,seo-services,1.0,41000,5.0,5.0,5.0,2,2,2,-1,-1,-1,5.0,35.0,Pakistan,,,,0,True,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,20.0,20.0,20.0,2,2,2,-1,-1,-1,5.0,175.0,India,,,,0,True,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,5.0,5.0,5.0,2,2,2,-1,-1,-1,5.0,18.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,1.0,41000,10.0,10.0,10.0,2,2,2,-1,-1,-1,5.0,13.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing,seo-services,1.0,41000,10.0,10.0,10.0,2,2,2,-1,-1,-1,5.0,11.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Digital Marketing,seo-services,1.0,41000,90.0,90.0,90.0,30,30,30,-1,-1,-1,4.9,16.0,Bangladesh,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,10.0,10.0,10.0,2,2,2,-1,-1,-1,5.0,40.0,Pakistan,,,,0,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing,seo-services,1.0,41000,50.0,50.0,50.0,2,2,2,-1,-1,-1,4.9,14.0,United Kingdom,,,,0,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing,seo-services,1.0,41000,5.0,5.0,5.0,2,2,2,-1,-1,-1,5.0,33.0,Bangladesh,,,,0,True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
